,id_loc,Annee,suffrage,1_tour,2_tour
652,55,1969,Inscrits,212622,212622.0
653,55,1969,Exprimés,154783,141636.0
654,55,1969,Blancs et nuls,1698,6526.0
655,55,1969,Votants,156481,148162.0
656,98,1969,Blancs et nuls,8028,45411.0
657,98,1969,Votants,1103827,943508.0
658,98,1969,Inscrits,1445744,1445406.0
659,98,1969,Exprimés,1095799,898097.0
660,119,1969,Blancs et nuls,6617,30659.0
661,119,1969,Votants,503496,410516.0
662,119,1969,Inscrits,637829,637829.0
663,119,1969,Exprimés,496879,379857.0
664,118,1969,Votants,269860,231807.0
665,118,1969,Exprimés,266640,214806.0
666,118,1969,Blancs et nuls,3220,17001.0
667,118,1969,Inscrits,341203,341203.0
668,135,1969,Votants,369366,309152.0
669,135,1969,Exprimés,366094,288427.0
670,135,1969,Inscrits,456051,456051.0
671,135,1969,Blancs et nuls,3272,20725.0
672,31,1969,Exprimés,157051,147755.0
673,31,1969,Votants,159680,153547.0
674,31,1969,Inscrits,201697,201697.0
675,31,1969,Blancs et nuls,2629,5792.0
676,121,1969,Votants,255433,224958.0
677,121,1969,Exprimés,251314,202139.0
678,121,1969,Inscrits,302977,302977.0
679,121,1969,Blancs et nuls,4119,22819.0
680,122,1969,Votants,175463,170782.0
681,122,1969,Inscrits,211456,211456.0
682,122,1969,Exprimés,172104,158653.0
683,122,1969,Blancs et nuls,3359,12129.0
684,123,1969,Blancs et nuls,1535,5503.0
685,123,1969,Votants,90931,89727.0
686,123,1969,Exprimés,89396,84224.0
687,123,1969,Inscrits,112893,112893.0
688,127,1969,Inscrits,329023,329023.0
689,127,1969,Votants,245291,215617.0
690,127,1969,Exprimés,242047,200514.0
691,127,1969,Blancs et nuls,3244,15103.0
692,128,1969,Exprimés,157497,141092.0
693,128,1969,Blancs et nuls,3294,11676.0
694,128,1969,Inscrits,203853,203853.0
695,128,1969,Votants,160791,152768.0
696,129,1969,Votants,213955,206067.0
697,129,1969,Exprimés,209938,198408.0
698,129,1969,Blancs et nuls,4017,7659.0
699,129,1969,Inscrits,260320,260320.0
700,131,1969,Exprimés,160048,142601.0
701,131,1969,Inscrits,208077,208077.0
702,131,1969,Votants,162420,152044.0
703,131,1969,Blancs et nuls,2372,9443.0
704,57,1969,Inscrits,228404,228404.0
705,57,1969,Blancs et nuls,2941,20552.0
706,57,1969,Exprimés,174392,130160.0
707,57,1969,Votants,177333,150712.0
708,132,1969,Inscrits,233502,233502.0
709,132,1969,Blancs et nuls,4085,10016.0
710,132,1969,Exprimés,177158,159803.0
711,132,1969,Votants,181243,169819.0
712,134,1969,Exprimés,135061,118508.0
713,134,1969,Inscrits,174965,174965.0
714,134,1969,Blancs et nuls,1595,8030.0
715,134,1969,Votants,136656,126538.0
716,124,1969,Votants,49097,45463.0
717,124,1969,Blancs et nuls,705,2947.0
718,124,1969,Exprimés,48392,42516.0
719,124,1969,Inscrits,65292,65292.0
720,37,1969,Blancs et nuls,2809,17741.0
721,37,1969,Exprimés,289407,213217.0
722,37,1969,Votants,292216,230958.0
723,37,1969,Inscrits,348879,348879.0
724,61,1969,Exprimés,635183,464564.0
725,61,1969,Votants,640152,496984.0
726,61,1969,Inscrits,797875,797875.0
727,61,1969,Blancs et nuls,4969,32420.0
728,120,1969,Exprimés,498367,288456.0
729,120,1969,Blancs et nuls,5095,27633.0
730,120,1969,Inscrits,628930,628930.0
731,120,1969,Votants,503462,316089.0
732,126,1969,Exprimés,472889,317741.0
733,126,1969,Blancs et nuls,3985,23633.0
734,126,1969,Votants,476874,341374.0
735,126,1969,Inscrits,595435,595435.0
736,125,1969,Votants,290843,218939.0
737,125,1969,Inscrits,361563,361563.0
738,125,1969,Exprimés,288078,202464.0
739,125,1969,Blancs et nuls,2765,16475.0
740,1,1974,Inscrits,212727,212581.0
741,1,1974,Exprimés,174053,182411.0
742,1,1974,Blancs et nuls,1454,2161.0
743,1,1974,Votants,175507,184572.0
744,2,1974,Exprimés,263134,270942.0
745,2,1974,Inscrits,304967,304866.0
746,2,1974,Votants,265686,275368.0
747,2,1974,Blancs et nuls,2552,4426.0
748,3,1974,Inscrits,241214,241165.0
749,3,1974,Exprimés,203175,211312.0
750,3,1974,Blancs et nuls,2023,2569.0
751,3,1974,Votants,205198,213881.0
752,4,1974,Exprimés,58799,61685.0
753,4,1974,Blancs et nuls,569,865.0
754,4,1974,Votants,59368,62550.0
755,4,1974,Inscrits,70130,70077.0
756,58,1974,Inscrits,62530,62509.0
757,58,1974,Blancs et nuls,558,817.0
758,58,1974,Votants,52215,55119.0
759,58,1974,Exprimés,51657,54302.0
760,5,1974,Blancs et nuls,3416,5279.0
761,5,1974,Votants,392107,406540.0
762,5,1974,Inscrits,462512,462380.0
763,5,1974,Exprimés,388691,401261.0
764,6,1974,Votants,144451,151146.0
765,6,1974,Inscrits,169460,169406.0
766,6,1974,Blancs et nuls,1355,1947.0
767,6,1974,Exprimés,143096,149199.0
768,7,1974,Votants,143726,149660.0
769,7,1974,Exprimés,142380,147968.0
770,7,1974,Blancs et nuls,1346,1692.0
771,7,1974,Inscrits,167658,167530.0
772,9,1974,Votants,80264,85376.0
773,9,1974,Blancs et nuls,682,1075.0
774,9,1974,Inscrits,96240,96313.0
775,9,1974,Exprimés,79582,84301.0
776,11,1974,Blancs et nuls,1360,2017.0
777,11,1974,Votants,137502,142730.0
778,11,1974,Inscrits,161059,161018.0
779,11,1974,Exprimés,136142,140713.0
780,12,1974,Votants,155599,162503.0
781,12,1974,Exprimés,153635,160295.0
782,12,1974,Blancs et nuls,1964,2208.0
783,12,1974,Inscrits,180546,180319.0
784,13,1974,Exprimés,159961,167176.0
785,13,1974,Blancs et nuls,1758,2156.0
786,13,1974,Inscrits,189169,189078.0
787,13,1974,Votants,161719,169332.0
788,15,1974,Inscrits,818674,818706.0
789,15,1974,Exprimés,655647,685868.0
790,15,1974,Blancs et nuls,5845,8069.0
791,15,1974,Votants,661492,693937.0
792,17,1974,Blancs et nuls,2052,3678.0
793,17,1974,Votants,269971,277110.0
794,17,1974,Inscrits,314480,314438.0
795,17,1974,Exprimés,267919,273432.0
796,18,1974,Exprimés,90805,95547.0
797,18,1974,Inscrits,111833,111744.0
798,18,1974,Blancs et nuls,665,987.0
799,18,1974,Votants,91470,96534.0
800,19,1974,Exprimés,175969,180714.0
801,19,1974,Votants,177986,184027.0
802,19,1974,Inscrits,209166,206132.0
803,19,1974,Blancs et nuls,2017,3313.0
804,20,1974,Exprimés,250485,259763.0
805,20,1974,Inscrits,307757,307577.0
806,20,1974,Votants,253013,263654.0
807,20,1974,Blancs et nuls,2528,3891.0
808,21,1974,Blancs et nuls,1487,2273.0
809,21,1974,Inscrits,190913,190758.0
810,21,1974,Exprimés,161484,166698.0
811,21,1974,Votants,162971,168971.0
812,22,1974,Exprimés,141914,146885.0
813,22,1974,Votants,143111,148921.0
814,22,1974,Blancs et nuls,1197,2036.0
815,22,1974,Inscrits,165292,165132.0
816,24,1974,Inscrits,258801,258717.0
817,24,1974,Exprimés,187297,205858.0
818,24,1974,Blancs et nuls,1081,1777.0
819,24,1974,Votants,188378,207635.0
820,26,1974,Exprimés,217730,225139.0
821,26,1974,Blancs et nuls,1535,2386.0
822,26,1974,Inscrits,258336,257787.0
823,26,1974,Votants,219265,227525.0
824,27,1974,Blancs et nuls,1708,2409.0
825,27,1974,Inscrits,304496,304386.0
826,27,1974,Exprimés,260614,270787.0
827,27,1974,Votants,262322,273196.0
828,28,1974,Blancs et nuls,954,1585.0
829,28,1974,Inscrits,125351,125411.0
830,28,1974,Exprimés,104488,108769.0
831,28,1974,Votants,105442,110354.0
832,33,1974,Blancs et nuls,2453,3657.0
833,33,1974,Votants,242598,251632.0
834,33,1974,Exprimés,240145,247975.0
835,33,1974,Inscrits,281954,281696.0
836,34,1974,Votants,194956,202996.0
837,34,1974,Exprimés,193480,200538.0
838,34,1974,Inscrits,228051,228021.0
839,34,1974,Blancs et nuls,1476,2458.0
840,35,1974,Blancs et nuls,1577,2329.0
841,35,1974,Inscrits,207226,207279.0
842,35,1974,Exprimés,174736,180919.0
843,35,1974,Votants,176313,183248.0
844,38,1974,Votants,204623,210002.0
845,38,1974,Inscrits,233574,233511.0
846,38,1974,Blancs et nuls,2106,2799.0
847,38,1974,Exprimés,202517,207203.0
848,39,1974,Votants,168272,173759.0
849,39,1974,Exprimés,166601,171758.0
850,39,1974,Inscrits,195077,195119.0
851,39,1974,Blancs et nuls,1671,2001.0
852,40,1974,Exprimés,440195,456216.0
853,40,1974,Inscrits,524515,524471.0
854,40,1974,Votants,442605,459743.0
855,40,1974,Blancs et nuls,2410,3527.0
856,44,1974,Exprimés,234428,244191.0
857,44,1974,Inscrits,276883,276799.0
858,44,1974,Votants,236688,247391.0
859,44,1974,Blancs et nuls,2260,3200.0
860,51,1974,Exprimés,359864,373515.0
861,51,1974,Inscrits,429007,428976.0
862,51,1974,Votants,363191,378456.0
863,51,1974,Blancs et nuls,3327,4941.0
864,45,1974,Blancs et nuls,739,1913.0
865,45,1974,Exprimés,107067,109095.0
866,45,1974,Votants,107806,111008.0
867,45,1974,Inscrits,129616,129536.0
868,46,1974,Exprimés,522030,526650.0
869,46,1974,Blancs et nuls,3679,10349.0
870,46,1974,Inscrits,624717,624583.0
871,46,1974,Votants,525709,536999.0
872,62,1974,Inscrits,357419,357329.0
873,62,1974,Votants,298416,312197.0
874,62,1974,Blancs et nuls,2450,3628.0
875,62,1974,Exprimés,295966,308569.0
876,64,1974,Blancs et nuls,2928,3971.0
877,64,1974,Exprimés,327056,335910.0
878,64,1974,Votants,329984,339881.0
879,64,1974,Inscrits,384461,384435.0
880,65,1974,Exprimés,145162,149769.0
881,65,1974,Inscrits,176305,176261.0
882,65,1974,Blancs et nuls,1332,2438.0
883,65,1974,Votants,146494,152207.0
884,66,1974,Exprimés,222051,226307.0
885,66,1974,Votants,223730,230242.0
886,66,1974,Blancs et nuls,1679,3935.0
887,66,1974,Inscrits,262677,262652.0
888,67,1974,Exprimés,377538,393369.0
889,67,1974,Inscrits,453997,454024.0
890,67,1974,Votants,380313,398087.0
891,67,1974,Blancs et nuls,2775,4718.0
892,69,1974,Exprimés,114842,118913.0
893,69,1974,Blancs et nuls,1005,1696.0
894,69,1974,Votants,115847,120609.0
895,69,1974,Inscrits,135933,135925.0
896,72,1974,Inscrits,192684,192620.0
897,72,1974,Votants,167288,172723.0
898,72,1974,Blancs et nuls,1497,2481.0
899,72,1974,Exprimés,165791,170242.0
900,73,1974,Blancs et nuls,1413,1980.0
901,73,1974,Exprimés,131957,136806.0
902,73,1974,Inscrits,159384,159328.0
903,73,1974,Votants,133370,138786.0
904,74,1974,Votants,361789,377487.0
905,74,1974,Inscrits,438304,438227.0
906,74,1974,Exprimés,358426,372698.0
907,74,1974,Blancs et nuls,3363,4789.0
908,52,1974,Votants,124442,131309.0
909,52,1974,Exprimés,123666,129826.0
910,52,1974,Inscrits,152286,152282.0
911,52,1974,Blancs et nuls,776,1483.0
912,75,1974,Exprimés,442459,452186.0
913,75,1974,Votants,446008,457844.0
914,75,1974,Blancs et nuls,3549,5658.0
915,75,1974,Inscrits,521692,521519.0
916,76,1974,Blancs et nuls,2319,3240.0
917,76,1974,Votants,217671,224537.0
918,76,1974,Inscrits,250377,250265.0
919,76,1974,Exprimés,215352,221297.0
920,77,1974,Inscrits,120137,120091.0
921,77,1974,Exprimés,102021,105591.0
922,77,1974,Votants,103000,107134.0
923,77,1974,Blancs et nuls,979,1543.0
924,78,1974,Inscrits,144894,144858.0
925,78,1974,Exprimés,122227,126822.0
926,78,1974,Votants,123440,129449.0
927,78,1974,Blancs et nuls,1213,2627.0
928,79,1974,Inscrits,77055,77096.0
929,79,1974,Votants,63813,66196.0
930,79,1974,Blancs et nuls,565,824.0
931,79,1974,Exprimés,63248,65372.0
932,81,1974,Inscrits,357367,357381.0
933,81,1974,Exprimés,304532,311036.0
934,81,1974,Votants,307617,315357.0
935,81,1974,Blancs et nuls,3085,4321.0
936,82,1974,Votants,252248,260010.0
937,82,1974,Inscrits,296341,296321.0
938,82,1974,Exprimés,250231,256873.0
939,82,1974,Blancs et nuls,2017,3137.0
940,83,1974,Inscrits,276511,276466.0
941,83,1974,Blancs et nuls,2097,3009.0
942,83,1974,Exprimés,231824,239233.0
943,83,1974,Votants,233921,242242.0
944,53,1974,Exprimés,102290,105122.0
945,53,1974,Blancs et nuls,1159,1543.0
946,53,1974,Inscrits,120308,120309.0
947,53,1974,Votants,103449,106665.0
948,85,1974,Votants,143075,146823.0
949,85,1974,Blancs et nuls,1772,1953.0
950,85,1974,Exprimés,141303,144870.0
951,85,1974,Inscrits,166293,166256.0
952,87,1974,Blancs et nuls,2970,3770.0
953,87,1974,Inscrits,391508,391505.0
954,87,1974,Votants,332223,342950.0
955,87,1974,Exprimés,329253,339180.0
956,88,1974,Votants,106982,109854.0
957,88,1974,Exprimés,106170,108865.0
958,88,1974,Blancs et nuls,812,989.0
959,88,1974,Inscrits,124840,124780.0
960,89,1974,Exprimés,310927,319328.0
961,89,1974,Blancs et nuls,2247,2888.0
962,89,1974,Votants,313174,322216.0
963,89,1974,Inscrits,369521,369398.0
964,90,1974,Blancs et nuls,5432,5597.0
965,90,1974,Inscrits,491224,491172.0
966,90,1974,Exprimés,410590,424521.0
967,90,1974,Votants,416022,430118.0
968,91,1974,Votants,124952,129653.0
969,91,1974,Blancs et nuls,1206,1574.0
970,91,1974,Exprimés,123746,128079.0
971,91,1974,Inscrits,146473,146463.0
972,93,1974,Inscrits,1386532,1386710.0
973,93,1974,Blancs et nuls,13842,16020.0
974,93,1974,Exprimés,1200301,1230812.0
975,93,1974,Votants,1214143,1246832.0
976,96,1974,Exprimés,273323,279709.0
977,96,1974,Inscrits,318231,318126.0
978,96,1974,Blancs et nuls,2797,3920.0
979,96,1974,Votants,276120,283629.0
980,97,1974,Inscrits,185618,185591.0
981,97,1974,Exprimés,160761,165648.0
982,97,1974,Blancs et nuls,1543,1940.0
983,97,1974,Votants,162304,167588.0
984,99,1974,Blancs et nuls,8195,8954.0
985,99,1974,Votants,718566,737069.0
986,99,1974,Exprimés,710371,728115.0
987,99,1974,Inscrits,816378,816382.0
988,102,1974,Blancs et nuls,2072,3460.0
989,102,1974,Votants,299006,313644.0
990,102,1974,Exprimés,296934,310184.0
991,102,1974,Inscrits,354890,354408.0
992,104,1974,Blancs et nuls,2091,3400.0
993,104,1974,Inscrits,291785,291212.0
994,104,1974,Exprimés,240965,250621.0
995,104,1974,Votants,243056,254021.0
996,59,1974,Blancs et nuls,1494,2107.0
997,59,1974,Votants,146898,153876.0
998,59,1974,Inscrits,178749,178527.0
999,59,1974,Exprimés,145404,151769.0
1000,105,1974,Votants,101106,106555.0
1001,105,1974,Inscrits,124320,124286.0
1002,105,1974,Blancs et nuls,853,1407.0
1003,105,1974,Exprimés,100253,105148.0
1004,14,1974,Inscrits,511104,511355.0
1005,14,1974,Votants,425571,439780.0
1006,14,1974,Blancs et nuls,7191,6684.0
1007,14,1974,Exprimés,418380,433096.0
1008,49,1974,Votants,289911,298145.0
1009,49,1974,Blancs et nuls,3959,5043.0
1010,49,1974,Inscrits,347932,347874.0
1011,49,1974,Exprimés,285952,293102.0
1012,108,1974,Inscrits,721990,719015.0
1013,108,1974,Votants,606047,627057.0
1014,108,1974,Blancs et nuls,4257,7130.0
1015,108,1974,Exprimés,601790,619927.0
1016,54,1974,Inscrits,140587,140551.0
1017,54,1974,Blancs et nuls,1361,1648.0
1018,54,1974,Votants,118210,124324.0
1019,54,1974,Exprimés,116849,122676.0
1020,113,1974,Votants,270915,281916.0
1021,113,1974,Blancs et nuls,2524,3564.0
1022,113,1974,Exprimés,268391,278352.0
1023,113,1974,Inscrits,324895,324759.0
1024,114,1974,Inscrits,295665,295474.0
1025,114,1974,Blancs et nuls,2509,3438.0
1026,114,1974,Exprimés,250164,257828.0
1027,114,1974,Votants,252673,261266.0
1028,115,1974,Inscrits,208865,208546.0
1029,115,1974,Blancs et nuls,1140,2144.0
1030,115,1974,Exprimés,172236,179761.0
1031,115,1974,Votants,173376,181905.0
1032,55,1974,Inscrits,173454,173428.0
1033,55,1974,Exprimés,140113,146068.0
1034,55,1974,Blancs et nuls,1146,1918.0
1035,55,1974,Votants,141259,147986.0
1036,98,1974,Blancs et nuls,5879,15545.0
1037,98,1974,Votants,1068106,1099863.0
1038,98,1974,Inscrits,1286494,1286323.0
1039,98,1974,Exprimés,1062227,1084318.0
1040,119,1974,Blancs et nuls,5574,7618.0
1041,119,1974,Votants,603232,620071.0
1042,119,1974,Inscrits,705259,704682.0
1043,119,1974,Exprimés,597658,612453.0
1044,118,1974,Votants,292050,300511.0
1045,118,1974,Exprimés,289674,296395.0
1046,118,1974,Blancs et nuls,2376,4116.0
1047,118,1974,Inscrits,343473,343413.0
1048,135,1974,Votants,475547,490043.0
1049,135,1974,Exprimés,472088,483941.0
1050,135,1974,Inscrits,553149,553796.0
1051,135,1974,Blancs et nuls,3459,6102.0
1052,31,1974,Exprimés,176826,181414.0
1053,31,1974,Votants,178927,184180.0
1054,31,1974,Inscrits,205791,205778.0
1055,31,1974,Blancs et nuls,2101,2766.0
1056,121,1974,Votants,280031,287964.0
1057,121,1974,Exprimés,276769,283711.0
1058,121,1974,Inscrits,313062,313018.0
1059,121,1974,Blancs et nuls,3262,4253.0
1060,122,1974,Votants,172291,177939.0
1061,122,1974,Inscrits,196009,195806.0
1062,122,1974,Exprimés,170053,174922.0
1063,122,1974,Blancs et nuls,2238,3017.0
1064,123,1974,Blancs et nuls,1305,1743.0
1065,123,1974,Votants,120386,125517.0
1066,123,1974,Exprimés,119081,123774.0
1067,123,1974,Inscrits,140907,140802.0
1068,127,1974,Inscrits,364246,364180.0
1069,127,1974,Votants,304062,315844.0
1070,127,1974,Exprimés,301331,311332.0
1071,127,1974,Blancs et nuls,2731,4512.0
1072,128,1974,Exprimés,172755,178399.0
1073,128,1974,Blancs et nuls,2520,3028.0
1074,128,1974,Inscrits,201002,200962.0
1075,128,1974,Votants,175275,181427.0
1076,129,1974,Votants,254995,262033.0
1077,129,1974,Exprimés,251959,258023.0
1078,129,1974,Blancs et nuls,3036,4010.0
1079,129,1974,Inscrits,293441,293403.0
1080,131,1974,Exprimés,177327,183017.0
1081,131,1974,Inscrits,209477,209643.0
1082,131,1974,Votants,179511,185904.0
1083,131,1974,Blancs et nuls,2184,2887.0
1084,57,1974,Inscrits,228695,228637.0
1085,57,1974,Blancs et nuls,2666,3170.0
1086,57,1974,Exprimés,192798,199917.0
1087,57,1974,Votants,195464,203087.0
1088,132,1974,Inscrits,223551,223523.0
1089,132,1974,Blancs et nuls,2819,3024.0
1090,132,1974,Exprimés,187575,194485.0
1091,132,1974,Votants,190394,197509.0
1092,134,1974,Exprimés,139113,143786.0
1093,134,1974,Inscrits,164392,164411.0
1094,134,1974,Blancs et nuls,1371,1971.0
1095,134,1974,Votants,140484,145757.0
1096,124,1974,Votants,111814,115059.0
1097,124,1974,Blancs et nuls,794,1452.0
1098,124,1974,Exprimés,111020,113607.0
1099,124,1974,Inscrits,129481,129367.0
1100,37,1974,Blancs et nuls,2017,4255.0
1101,37,1974,Exprimés,314860,320058.0
1102,37,1974,Votants,316877,324313.0
1103,37,1974,Inscrits,363883,363398.0
1104,61,1974,Exprimés,683127,695184.0
1105,61,1974,Votants,687181,706858.0
1106,61,1974,Inscrits,807945,807915.0
1107,61,1974,Blancs et nuls,4054,11674.0
1108,120,1974,Exprimés,539111,548366.0
1109,120,1974,Blancs et nuls,4044,7274.0
1110,120,1974,Inscrits,642135,642242.0
1111,120,1974,Votants,543155,555640.0
1112,126,1974,Exprimés,530073,539936.0
1113,126,1974,Blancs et nuls,3387,7556.0
1114,126,1974,Votants,533460,547492.0
1115,126,1974,Inscrits,619152,618595.0
1116,125,1974,Votants,282695,289525.0
1117,125,1974,Inscrits,329519,328586.0
1118,125,1974,Exprimés,280775,285890.0
1119,125,1974,Blancs et nuls,1920,3635.0
1120,1,1981,Inscrits,262049,261921.0
1121,1,1981,Exprimés,202275,218914.0
1122,1,1981,Blancs et nuls,3243,6068.0
1123,1,1981,Votants,205518,224982.0
1124,2,1981,Inscrits,359922,360677.0
1125,2,1981,Votants,304776,319079.0
1126,2,1981,Blancs et nuls,4981,7854.0
1127,2,1981,Exprimés,299795,311225.0
1128,3,1981,Exprimés,218640,225263.0
1129,3,1981,Inscrits,266534,266522.0
1130,3,1981,Blancs et nuls,3648,7185.0
1131,3,1981,Votants,222288,232448.0
1132,4,1981,Exprimés,69705,73773.0
1133,4,1981,Blancs et nuls,1202,2689.0
1134,4,1981,Votants,70907,76462.0
1135,4,1981,Inscrits,87632,87503.0
1136,58,1981,Inscrits,75034,74993.0
1137,58,1981,Exprimés,58106,62933.0
1138,58,1981,Blancs et nuls,1100,2084.0
1139,58,1981,Votants,59206,65017.0
1140,5,1981,Inscrits,594882,594894.0
1141,5,1981,Exprimés,465062,488291.0
1142,5,1981,Votants,471533,501373.0
1143,5,1981,Blancs et nuls,6471,13082.0
1144,6,1981,Exprimés,153971,163861.0
1145,6,1981,Blancs et nuls,2540,4314.0
1146,6,1981,Votants,156511,168175.0
1147,6,1981,Inscrits,193197,193104.0
1148,7,1981,Inscrits,192621,192968.0
1149,7,1981,Exprimés,157835,166123.0
1150,7,1981,Blancs et nuls,2053,3992.0
1151,7,1981,Votants,159888,170115.0
1152,9,1981,Votants,86053,92815.0
1153,9,1981,Exprimés,84748,90409.0
1154,9,1981,Blancs et nuls,1305,2406.0
1155,9,1981,Inscrits,106918,106803.0
1156,11,1981,Votants,154450,162778.0
1157,11,1981,Exprimés,151881,158095.0
1158,11,1981,Blancs et nuls,2569,4683.0
1159,11,1981,Inscrits,188500,188494.0
1160,12,1981,Votants,171158,181550.0
1161,12,1981,Inscrits,205011,204916.0
1162,12,1981,Blancs et nuls,2947,5684.0
1163,12,1981,Exprimés,168211,175866.0
1164,13,1981,Votants,173982,185952.0
1165,13,1981,Exprimés,170524,180174.0
1166,13,1981,Blancs et nuls,3458,5778.0
1167,13,1981,Inscrits,209707,209655.0
1168,15,1981,Exprimés,800797,830139.0
1169,15,1981,Votants,812180,856070.0
1170,15,1981,Inscrits,1036072,1036153.0
1171,15,1981,Blancs et nuls,11383,25931.0
1172,17,1981,Exprimés,317584,328958.0
1173,17,1981,Blancs et nuls,4662,9828.0
1174,17,1981,Votants,322246,338786.0
1175,17,1981,Inscrits,389724,389715.0
1176,18,1981,Votants,101072,107216.0
1177,18,1981,Inscrits,124516,124443.0
1178,18,1981,Blancs et nuls,1056,2996.0
1179,18,1981,Exprimés,100016,104220.0
1180,19,1981,Votants,203505,215346.0
1181,19,1981,Inscrits,245614,245530.0
1182,19,1981,Blancs et nuls,3317,6002.0
1183,19,1981,Exprimés,200188,209344.0
1184,20,1981,Inscrits,366238,366280.0
1185,20,1981,Votants,293024,314215.0
1186,20,1981,Exprimés,288745,304637.0
1187,20,1981,Blancs et nuls,4279,9578.0
1188,21,1981,Inscrits,219990,219830.0
1189,21,1981,Exprimés,179628,186852.0
1190,21,1981,Votants,182797,192567.0
1191,21,1981,Blancs et nuls,3169,5715.0
1192,22,1981,Blancs et nuls,1780,8537.0
1193,22,1981,Exprimés,157637,155164.0
1194,22,1981,Inscrits,184072,184016.0
1195,22,1981,Votants,159417,163701.0
1196,26,1981,Exprimés,238117,251786.0
1197,26,1981,Blancs et nuls,3383,7456.0
1198,26,1981,Votants,241500,259242.0
1199,26,1981,Inscrits,299836,299721.0
1200,27,1981,Votants,334819,355647.0
1201,27,1981,Inscrits,395841,395513.0
1202,27,1981,Blancs et nuls,3263,7763.0
1203,27,1981,Exprimés,331556,347884.0
1204,28,1981,Votants,91020,96701.0
1205,28,1981,Blancs et nuls,1151,3321.0
1206,28,1981,Exprimés,89869,93380.0
1207,28,1981,Inscrits,113991,113977.0
1208,33,1981,Votants,248857,261632.0
1209,33,1981,Exprimés,244662,252989.0
1210,33,1981,Blancs et nuls,4195,8643.0
1211,33,1981,Inscrits,293705,293598.0
1212,34,1981,Blancs et nuls,3747,7515.0
1213,34,1981,Inscrits,294723,294649.0
1214,34,1981,Exprimés,236711,250153.0
1215,34,1981,Votants,240458,257668.0
1216,35,1981,Exprimés,202271,214885.0
1217,35,1981,Blancs et nuls,3664,6658.0
1218,35,1981,Inscrits,256765,256736.0
1219,35,1981,Votants,205935,221543.0
1220,38,1981,Votants,258422,271316.0
1221,38,1981,Inscrits,308565,307990.0
1222,38,1981,Blancs et nuls,4444,7459.0
1223,38,1981,Exprimés,253978,263857.0
1224,39,1981,Votants,199019,209408.0
1225,39,1981,Blancs et nuls,3436,5946.0
1226,39,1981,Exprimés,195583,203462.0
1227,39,1981,Inscrits,238034,237987.0
1228,40,1981,Inscrits,595399,595187.0
1229,40,1981,Exprimés,486382,507641.0
1230,40,1981,Votants,491333,519026.0
1231,40,1981,Blancs et nuls,4951,11385.0
1232,25,1981,Blancs et nuls,736,1667.0
1233,25,1981,Inscrits,115613,115528.0
1234,25,1981,Exprimés,72699,81617.0
1235,25,1981,Votants,73435,83284.0
1236,50,1981,Votants,60166,67601.0
1237,50,1981,Inscrits,90290,90298.0
1238,50,1981,Exprimés,59362,66145.0
1239,50,1981,Blancs et nuls,804,1456.0
1240,44,1981,Votants,295386,312715.0
1241,44,1981,Exprimés,290111,303314.0
1242,44,1981,Blancs et nuls,5275,9401.0
1243,44,1981,Inscrits,363870,363792.0
1244,51,1981,Blancs et nuls,6481,13326.0
1245,51,1981,Inscrits,528245,528364.0
1246,51,1981,Votants,425976,454457.0
1247,51,1981,Exprimés,419495,441131.0
1248,45,1981,Votants,110051,117989.0
1249,45,1981,Blancs et nuls,1770,3394.0
1250,45,1981,Exprimés,108281,114595.0
1251,45,1981,Inscrits,133581,133544.0
1252,46,1981,Votants,595876,633092.0
1253,46,1981,Exprimés,587203,615786.0
1254,46,1981,Blancs et nuls,8673,17306.0
1255,46,1981,Inscrits,735373,735338.0
1256,62,1981,Votants,370968,394484.0
1257,62,1981,Blancs et nuls,7664,11183.0
1258,62,1981,Inscrits,458322,458202.0
1259,62,1981,Exprimés,363304,383301.0
1260,64,1981,Exprimés,400516,419731.0
1261,64,1981,Inscrits,591872,591816.0
1262,64,1981,Blancs et nuls,5767,11652.0
1263,64,1981,Votants,406283,431383.0
1264,65,1981,Blancs et nuls,3037,5300.0
1265,65,1981,Votants,149728,158478.0
1266,65,1981,Exprimés,146691,153178.0
1267,65,1981,Inscrits,180653,180602.0
1268,66,1981,Blancs et nuls,5222,8589.0
1269,66,1981,Votants,268266,284417.0
1270,66,1981,Exprimés,263044,275828.0
1271,66,1981,Inscrits,329781,329707.0
1272,67,1981,Blancs et nuls,7107,13583.0
1273,67,1981,Exprimés,436737,468737.0
1274,67,1981,Votants,443844,482320.0
1275,67,1981,Inscrits,559964,559600.0
1276,69,1981,Inscrits,169848,169782.0
1277,69,1981,Blancs et nuls,2512,4595.0
1278,69,1981,Votants,138356,150072.0
1279,69,1981,Exprimés,135844,145477.0
1280,72,1981,Inscrits,219367,219293.0
1281,72,1981,Exprimés,183202,190571.0
1282,72,1981,Blancs et nuls,2902,4766.0
1283,72,1981,Votants,186104,195337.0
1284,73,1981,Blancs et nuls,3614,5592.0
1285,73,1981,Inscrits,208054,208006.0
1286,73,1981,Exprimés,170420,178365.0
1287,73,1981,Votants,174034,183957.0
1288,74,1981,Votants,376877,403050.0
1289,74,1981,Exprimés,370753,391984.0
1290,74,1981,Blancs et nuls,6124,11066.0
1291,74,1981,Inscrits,475584,475590.0
1292,52,1981,Votants,123916,133789.0
1293,52,1981,Exprimés,121990,130407.0
1294,52,1981,Blancs et nuls,1926,3382.0
